,x0,x1,x2,y,Modes
0,0.7292341757823524,0.2948676362868045,-0.01387990031298158,1,0.0
1,-0.6884635563583464,-0.13717125960663135,0.9427044022722457,1,0.0
2,-0.9589091267503382,-1.1211278764373394,-0.6902626422410293,1,0.0
3,0.0953618333180672,-0.7238423311464047,-0.03660842399895742,1,0.0
4,0.24953896851660212,1.468629058961114,0.6019309187550314,1,0.0
5,0.24996473186323173,0.08917021420540033,0.553047321432365,1,0.0
6,-1.0154367334402261,0.38718904652252767,0.06290125896916601,1,0.0
7,0.5891771001403072,-0.2904664566074766,-0.5609806876535428,1,0.0
8,-0.03612429212440968,1.4332691113113298,0.18599971424840966,1,0.0
9,-0.09521112592091396,-0.6018052761603466,0.4862488881074977,1,0.0
10,-1.7230688973992316,-2.1503485895370367,-0.42269106623840663,1,0.0
11,-0.05796440884550288,-0.5007872246130345,-1.05828621978364,1,0.0
12,0.4676155660524943,-1.3689571627052755,0.8078465394392152,1,0.0
13,-1.619449175476437,1.094395748147642,0.5579832504732493,1,0.0
14,-0.6460438933331397,0.4193044524747276,1.1626926717301815,1,0.0
15,0.9317025390426742,0.2583218401309573,-0.5827154935235443,1,0.0
16,0.09106887161056129,-0.31774559777685585,-1.0755617689043955,1,0.0
17,-0.8365541566879819,-0.005960664257213919,0.0015424237733835877,1,0.0
18,0.09657413947620304,-0.7216441360265043,0.04124799750266052,1,0.0
19,1.1331648098260505,-0.6520910854853268,-1.3040805001003812,1,0.0
20,-0.794693939837485,-0.55803063836818,0.6385447442766243,1,0.0
21,-2.719919381889925,0.7019346422242636,0.333520721747476,1,0.0
22,0.9932859588794855,1.411519087521993,-1.7655653537703309,1,0.0
23,0.9167787697158649,0.9628579069072045,-1.629798345075575,1,0.0
24,-0.5205516864221502,0.36981688158129306,-1.550433603197574,1,0.0
25,0.10502954562617207,-1.2771121057132433,-0.21662928126695571,1,0.0
26,0.3595890740947641,0.7954872932670759,1.7042374149796091,1,0.0
27,-0.7874180116794195,-0.9076354691618574,-0.08100912280422065,1,0.0
28,-1.2018720213087029,-0.2516514699464798,-1.2794749666888432,1,0.0
29,-0.45068916834312955,-1.099363555519589,-0.16842305690105322,1,0.0
30,0.9155648041655623,0.24780192423229294,1.3875221650850653,1,0.0
31,-1.6364891701128277,-0.7768036471687998,0.5353411488198783,1,0.0
32,0.4073266991043473,-0.27874554770430465,0.5446363140675793,1,0.0
33,-0.8270592438227882,-0.6443575196040279,-0.94519612483255,1,0.0
34,0.817522100363175,1.6197556224424159,0.5170764166755643,1,0.0
35,0.12969715985360294,-0.2275319703793888,0.41449079839271136,1,0.0
36,-0.4530192773363304,-0.631177645663753,-2.074073037773441,1,0.0
37,0.45916999729548263,0.3693995982071612,-0.2975443980492554,1,0.0
38,-0.3685321502546624,-0.7533039387260725,-1.3007202057869787,1,0.0
39,-0.6050538149347278,0.15646046074614478,0.020551826862711398,1,0.0
40,-0.478714084494016,-0.08413987423721943,0.08145686007957945,1,0.0
41,0.44931618249461686,1.0265381268251919,-0.7888076138948518,1,0.0
42,-0.6100963084469857,-0.6784024008109804,-0.4645440243242639,1,0.0
