0,x1,x2,y
0,0.2921526788183696,0.6892464628162913,1.0
1,0.5557281698664237,-0.0030482933069023,1.0
2,-0.1449621687849248,1.322040699347339,1.0
3,-0.9439085261831732,1.3918272875964912,1.0
4,-0.4647163386744093,1.5025037725742434,1.0
5,-1.6405091960887608,0.163236940357446,1.0
6,-1.625082002084494,0.1345959409840722,1.0
7,0.3497168492572181,0.88425142813167,1.0
8,-0.0849509750648189,1.322258209571942,1.0
9,-0.6129896506394106,1.5490460693698025,1.0
10,-1.0926464695181952,1.384624644402436,1.0
11,0.1636721503378237,0.8755260760340151,1.0
12,-1.711382561981248,0.0542804490586597,1.0
13,-0.9779773779069304,1.4983359707806647,1.0
14,0.1435118129261458,1.18108802457124,1.0
15,0.0280604723298261,1.4076973612730408,1.0
16,0.3304668060035952,0.8566496109679498,1.0
17,-0.2467244186017075,1.5310180609132813,1.0
18,0.5075975975519226,-0.1146629983539578,1.0
19,-0.3590807234740537,1.3926140191864418,1.0
20,-1.0835499918154092,1.1919495908629931,1.0
21,0.4868225237624933,-0.1555610574579917,1.0
22,-0.0886445898757684,1.0961475738680888,1.0
23,0.2431871735763152,0.4023872642911358,1.0
24,0.4439127402676294,0.2464225230520858,1.0
25,-0.0648873711424885,1.326066627293832,1.0
26,-0.0913723835160921,1.3698008149775105,1.0
27,-1.5760958292166305,0.4168288882835054,1.0
28,-0.0056392595917301,1.1863317196533134,1.0
29,-0.0724518091695769,1.2816557865266407,1.0
30,0.3346032320849951,0.8748454391889467,1.0
31,-1.393532116299206,1.203806078983402,1.0
32,-0.8139752920839298,1.4000447389369646,1.0
33,-0.6854389471199919,1.4038975495201926,1.0
34,-1.6853249798628125,0.1978206579517943,1.0
35,-1.7113679087494469,0.0668859995212692,1.0
36,0.7434127937145407,-0.5258768586685295,1.0
37,-1.5340810072167503,0.5844133170893837,1.0
38,-1.407691957087665,0.6998786712989457,1.0
39,-1.3111129212592216,1.233505585132066,1.0
40,0.5332991210608741,-0.3219796681990257,1.0
41,-0.304985167946242,1.5919613520738498,1.0
42,-0.2520335728248506,1.385382331655866,1.0
43,0.170523452023092,0.991880704581538,1.0
44,0.282655438942583,0.5446065184134778,1.0
45,-1.681208892424466,-0.1996858699768041,1.0
46,0.1049958492841753,1.1061837596451738,1.0
47,-1.2592302569341955,1.1902156620088649,1.0
48,-0.3721405109553724,1.3525834455918733,1.0
49,0.4922790898186149,0.6115584556765424,1.0
50,-0.7365209769828169,1.562864624877939,1.0
51,-0.7494369217736484,1.3791410208448738,1.0
52,-1.663705702252282,-0.1401306775578899,1.0
53,-1.4229662460245032,0.9323223478316728,1.0
54,-1.760948867564134,0.0900664075340181,1.0
55,-1.6102978977112905,0.6107900131841895,1.0
56,-1.5003600766899392,0.7198947610431435,1.0
57,-1.7425167174292784,-0.2762314962937326,1.0
58,-1.7738930089752707,0.0138901216155822,1.0
59,0.45445731385532,-0.8692115909384612,-1.0
60,-1.2959298922622002,0.9037914348440436,1.0
61,0.3179427619412507,0.539450927955279,1.0
62,0.4509719128300436,-0.3159913425375757,1.0
63,-1.736863136705568,-0.4201718281618481,1.0
64,-1.3734547083116226,0.7785393712727317,1.0
65,-1.7338044286856005,0.2891435333175365,1.0
66,-1.387945062479826,1.170592387611542,1.0
67,0.4685928354507668,0.0914481463028772,1.0
68,-0.0421039132720842,1.491146193023366,1.0
69,-0.3806500402879326,1.4539902726835223,1.0
70,-0.2789708631934364,1.5143036276531925,1.0
71,-0.3542308862061337,1.591120623870414,1.0
72,0.4958225925337932,-0.0051598772400065,1.0
73,0.547002884669421,-0.0476444914535927,1.0
74,-0.7108767876352127,1.428883808443792,1.0
75,-0.4849766266731336,1.4777051406942825,1.0
76,-1.699098907879096,-0.3191258666627051,1.0
77,-1.549536922902415,0.2279907956589401,1.0
78,-1.2572985428126104,1.189240948208198,1.0
79,-0.3083607877595745,1.483312815140676,1.0
80,0.126562197821744,1.144173077988956,1.0
81,0.2306033899220937,1.145630572793086,1.0
82,-1.4078161095432569,1.1608033276513852,1.0
83,0.5046054931221595,-0.0041585252361505,1.0
84,-1.568668657505245,0.4576846202161298,1.0
85,-1.7940125239554028,-0.0378439302579381,1.0
86,-1.117370795733692,1.431224628675981,1.0
87,-1.103210369655784,1.2349552424534056,1.0
88,0.4357602229515,0.276586958096468,1.0
89,-1.1690626071701804,1.2407932071704897,1.0
90,0.5130113146356633,-0.1103223019585618,1.0
91,-1.5154678260262282,1.077253529617887,1.0
92,0.4886628676894177,-0.2879958908949079,1.0
93,0.4200825447188224,0.5951283213402789,1.0
94,0.0453543939924163,1.180106386639778,1.0
95,0.4523303114355936,-0.404225149133403,1.0
96,0.260296030529317,0.771093514337644,1.0
97,-0.3756274514310487,1.565612237627652,1.0
98,-0.751143753767694,1.4031589864053475,1.0
99,-0.0098819027505967,1.302072884340218,1.0
100,-0.6820103654470537,1.4676559195889745,1.0
101,0.5435520391783798,-0.1217881515694984,1.0
102,-0.5468726575394227,1.415021498678628,1.0
103,0.3127085545814628,0.9985802490999606,1.0
104,-1.4308104858849078,0.8730935933780417,1.0
105,-1.6960690154742633,-0.2839419939095671,1.0
106,-1.523992495088174,0.4928347499131642,1.0
107,-1.7266295294363618,-0.1906477621994285,1.0
108,-0.8836580940353025,1.6261393306801166,1.0
109,-0.7849083584375165,1.4422171967338533,1.0
110,-0.8423641332901008,1.3817429762163604,1.0
111,-1.6979201282326286,0.2824848943707679,1.0
112,0.5977765718401041,-0.0730893903563342,1.0
113,-1.7362808808872845,-0.1953199595076514,1.0
114,-0.0832416454335693,1.3135250860647092,1.0
115,-1.2695614003853573,1.0213229614944472,1.0
116,-0.4621155548828937,1.5906762745233414,1.0
117,-1.1701560333818566,1.4759825254592358,1.0
118,0.303719929474604,0.4464711537392931,1.0
119,-1.6419865006714032,0.2303958520340387,1.0
120,0.5288774944529647,-0.0812986783175582,1.0
121,0.2828845533954462,0.6880306081222374,1.0
122,-0.0945950612984227,1.548050919284514,1.0
123,-1.2872616024812855,1.051833089121355,1.0
124,-1.4743640995665392,0.7252269396325713,1.0
125,0.4760267730168886,0.0275806301420609,1.0
126,0.3249005025395503,0.8262631014685579,1.0
127,-0.6963965694803707,1.4579345221648854,1.0
128,-0.8417908007498214,1.4012205447449593,1.0
129,-0.1537786898543788,1.2783084360220245,1.0
130,0.248195411817175,0.8885190626487047,1.0
131,-0.8862804801773527,1.661825766006307,1.0
132,-0.7014944666118458,1.4965696848369183,1.0
133,-1.7348043021798074,0.1683732776767042,1.0
134,0.1519565638252625,1.1073395292034791,1.0
135,-0.4679738026194564,1.4956640227013551,1.0
136,0.3465326231207871,0.8930703475727495,1.0
137,-0.6593408845602078,1.4443250660962763,1.0
138,-1.690298835694541,-0.0542472861091685,1.0
139,-1.6803898616100177,-0.3076845164845733,1.0
140,-1.502050466608189,0.75721789612236,1.0
141,-0.5329921100267053,1.5297209329518646,1.0
142,0.480147456991822,0.3053249717465708,1.0
143,-1.7509091945325457,0.0340078778881573,1.0
144,-1.1174525475918773,1.2147720006987484,1.0
145,-1.662459918999057,0.255953752481625,1.0
146,-1.7561769093451611,0.0695234979371615,1.0
147,0.5717102484429288,0.3566106687737164,1.0
148,-0.3459060894430427,1.345506494516456,1.0
149,-0.7145748215104809,1.6019324266878725,1.0
150,0.3639524140839501,0.4113357855277079,1.0
151,-1.2768790518394872,1.1035523638291556,1.0
152,-1.1253597725309,1.446000406612183,1.0
153,-0.9847180096357204,1.3771221862083762,1.0
154,-0.5467792028724259,1.322406632069917,1.0
155,-1.6597013015339666,0.1547421449670286,1.0
156,0.069876203461803,1.2163605167648972,1.0
157,0.3824939846289384,0.5993895536627769,1.0
158,-1.3315478452421,0.8351682648864102,1.0
159,0.5540075305088629,-0.3699649593571701,1.0
160,0.4107371970546793,0.3874648186530303,1.0
161,-0.2403143104455603,1.35686182121038,1.0
162,0.5177237058757355,-0.2572669886651099,1.0
163,0.302707738943938,0.9453463864261666,1.0
164,-0.0624121035525556,1.2653477123262482,1.0
165,-1.204821424616636,1.1203790215729483,1.0
166,-0.6070686574236228,1.4960038766186186,1.0
167,-0.7303282456878573,1.6058409257400184,1.0
168,0.3758466794009434,0.7126833903751525,1.0
169,-1.4474483065923112,0.6751297120503207,1.0
170,-1.423087729455543,0.8219127178719035,1.0
