,x0,x1,y,Modes
0,0.0,0.0,1,0.0
1,0.0,0.0,1,0.0
2,0.0,0.0,1,0.0
3,0.0,0.0,1,0.0
4,0.0,0.0,1,0.0
5,0.0,0.0,1,0.0
6,0.0,0.0,1,0.0
7,0.0,0.0,1,0.0
8,0.0,0.0,1,0.0
9,0.0,0.0,1,0.0
10,0.0,0.0,1,0.0
11,0.0,0.0,1,0.0
12,0.0,0.0,1,0.0
13,0.0,0.0,1,0.0
14,0.0,0.0,1,0.0
15,0.0,0.0,1,0.0
16,0.0,0.0,1,0.0
17,0.0,0.0,1,0.0
18,0.0,0.0,1,0.0
19,0.0,0.0,1,0.0
20,0.0,0.0,1,0.0
21,0.0,0.0,1,0.0
22,0.0,0.0,1,0.0
23,0.0,0.0,1,0.0
24,0.0,0.0,1,0.0
25,0.0,0.0,1,0.0
26,0.0,0.0,1,0.0
27,0.0,0.0,1,0.0
28,0.0,0.0,1,0.0
29,0.0,0.0,1,0.0
30,0.0,0.0,1,0.0
31,0.0,0.0,1,0.0
32,0.0,0.0,1,0.0
33,0.0,0.0,1,0.0
34,0.0,0.0,1,0.0
35,0.0,0.0,1,0.0
36,0.0,0.0,1,0.0
37,0.0,0.0,1,0.0
38,0.0,0.0,1,0.0
39,0.0,0.0,1,0.0
40,0.0,0.0,1,0.0
41,0.0,0.0,1,0.0
42,0.0,0.0,1,0.0
43,0.0,0.0,1,0.0
44,0.0,0.0,1,0.0
45,0.0,0.0,1,0.0
46,0.0,0.0,1,0.0
47,0.0,0.0,1,0.0
48,0.0,0.0,1,0.0
49,0.0,0.0,1,0.0
50,0.0,0.0,1,0.0
51,0.0,0.0,1,0.0
52,0.0,0.0,1,0.0
53,0.0,0.0,1,0.0
54,0.0,0.0,1,0.0
55,0.0,0.0,1,0.0
56,0.0,0.0,1,0.0
57,0.0,0.0,1,0.0
58,0.0,0.0,1,0.0
59,0.0,0.0,1,0.0
60,0.0,0.0,1,0.0
61,0.0,0.0,1,0.0
62,0.0,0.0,1,0.0
63,0.0,0.0,1,0.0
64,0.0,0.0,1,0.0
65,0.0,0.0,1,0.0
66,0.0,0.0,1,0.0
67,0.0,0.0,1,0.0
68,0.0,0.0,1,0.0
69,0.0,0.0,1,0.0
70,0.0,0.0,1,0.0
71,0.0,0.0,1,0.0
72,0.0,0.0,1,0.0
73,0.0,0.0,1,0.0
74,0.0,0.0,1,0.0
75,0.33571526025344495,0.04101199834038436,1,-1.0
76,1.1556538026252896,0.2853054449652726,1,-1.0
77,2.0441645869196767,0.47875785619416944,1,-1.0
78,2.9498779824786903,0.6721964715297625,1,-1.0
79,3.8254535696765366,0.9296954555702415,1,-1.0
80,4.6028552912845715,1.2431279661141734,1,-1.0
81,5.501339619011218,1.429283972322438,1,-1.0
82,6.375688656122068,1.7847323434055278,1,-1.0
83,6.614639281127248,2.2454463350090945,1,1.0
84,6.809551775704723,2.2310441639426326,1,1.0
85,7.090668772584085,2.010641905150307,1,1.0
86,7.342753142460433,1.7955584623352785,1,1.0
87,7.144076017106402,1.9896468632318425,1,1.0
88,7.19184328790039,2.056212226718751,1,1.0
89,7.100969887107929,1.9195212115041378,1,1.0
90,6.532879767889255,2.02338988373826,1,1.0
91,7.233756953521803,2.0430035044674613,1,1.0
92,7.141691764346109,1.8783622504994666,1,1.0
93,7.235897487477224,2.0857537946704507,1,1.0
94,6.548122841536314,1.5302399276383651,1,1.0
95,6.400785789569883,2.825233062486589,1,-1.0
96,3.674593618809034,5.934195718167303,1,-1.0
97,2.568538074605863,7.114789471003392,1,-1.0
98,2.1683165522339554,7.58826535741082,1,-1.0
99,2.024908605824068,7.794498994540051,1,-1.0
100,2.032395366169667,7.865549883594174,1,-1.0
101,1.957067270506831,7.794463764071833,1,-1.0
102,1.9739388226836283,7.852693884516096,1,-1.0
103,1.917557934667319,7.889581378784659,1,-1.0
104,1.8990265008162261,7.853810043696696,1,-1.0
105,1.9573538286915566,7.887211288885599,1,-1.0
106,1.9130340348875898,7.828128452344402,1,-1.0
107,2.344533646713809,7.688745682791619,1,3.0
108,1.8389409909291898,8.306743588725707,1,3.0
109,2.1098975995597096,7.6715325925742786,1,3.0
110,2.0001395130707658,8.265139255110123,1,3.0
111,1.9432557021359997,8.13329835675361,1,3.0
112,2.0706268977125495,7.595427139628444,1,3.0
113,1.8722012699373245,7.941212967614996,1,3.0
114,2.1655934830868486,8.24889678089478,1,3.0
