,x0,x1,y,Modes
0,-0.19406187925605767,0.15884297002317888,1,0.0
1,-0.02874459563531434,-0.044725504127147875,1,0.0
2,0.10235393791368236,0.1530896415200203,1,0.0
3,-0.04930847653655443,0.0526863372903964,1,0.0
4,-0.029131566749634408,0.1274542403888564,1,0.0
5,0.10086772444746353,-0.173888394461922,1,-1.0
6,0.38908004870140017,-0.1251893948694372,1,-1.0
7,0.5175338604131786,-0.2568958230166179,1,-1.0
8,0.7080054022296359,-0.2855919857999012,1,-1.0
9,0.9177229147950299,-0.35804732520074256,1,-1.0
10,1.1302001429956612,-0.3816663747234299,1,-1.0
11,1.3446075189549653,-0.4865153525465933,1,-1.0
12,1.603247730468584,-0.5946126951660162,1,-1.0
13,1.8636315819037816,-0.63936970710514,1,-1.0
14,2.0558874216319833,-0.7223133876035999,1,-1.0
15,2.2958318645496325,-0.7442415642525451,1,-1.0
16,2.6144843647138325,-0.8177177274338358,1,-1.0
17,2.8304382299402815,-0.9101295061949161,1,-1.0
18,3.2166342976352453,-0.9820961753371238,1,-1.0
19,3.559101217238477,-1.0011366594946314,1,-1.0
20,3.833472156539357,-1.1044820973659004,1,-1.0
21,3.8594406642124475,-1.0440325476651078,1,2.0
22,4.262028602060247,-1.0507736431557366,1,2.0
23,3.8404473715729224,-1.0505015605772225,1,2.0
24,3.8944939744767724,-1.2467934336281892,1,2.0
25,3.6822035556637753,-1.1590073464052646,1,2.0
26,3.8768398267833244,-2.0100133744348394,1,2.0
27,3.8828031680297794,-1.0553902266607458,1,2.0
28,3.110760734553191,-0.7044576762996491,1,-1.0
29,1.6054690510960257,-0.6800005258113316,1,-1.0
30,0.8268703980860733,-0.6133614687191955,1,-1.0
31,0.5403654937171501,-0.5904429871884138,1,-1.0
32,0.30320752893087133,-0.520757267229618,1,-1.0
33,5.849242526215422,7.183671670097528,-2,-1.0
34,0.2014660042313404,-0.4651100155659322,1,-1.0
35,0.12891299055659816,-0.4606783132263224,1,-1.0
36,0.1584717679472079,-0.38346070398931054,1,-1.0
37,0.16666901745669216,-0.39110994346434597,1,-1.0
38,0.14289537973860916,-0.3814050459751953,1,-1.0
39,0.1569808567627604,-0.32766234193739824,1,-1.0
40,0.1838720758287421,-0.22086907861932717,1,-1.0
41,0.17863485107963478,-0.21512196407400175,1,-1.0
42,0.14321335863040435,-0.12507852237221923,1,-1.0
43,0.17670739308135003,-0.15524672577850945,1,-1.0
44,0.04622776730409309,-0.17568821170531057,1,-1.0
45,0.07146842512098686,0.09008824477503087,1,-1.0
46,0.22316751040881244,0.32707958196740616,1,-1.0
47,0.4268821569917631,0.5036589921735602,1,-1.0
48,0.541140167956567,0.8201529264902738,1,-1.0
49,0.6480922650370511,1.1162557878304384,1,-1.0
50,0.8567265131901298,1.4519985498316457,1,-1.0
51,0.9930343851163653,1.7370277892572317,1,-1.0
52,1.118558289932903,2.01051359915042,1,-1.0
53,1.2302715623136415,2.2937154566552356,1,-1.0
54,1.3880851635777374,2.6256315854130787,1,-1.0
55,1.4888761557825412,3.039298166182808,1,-1.0
56,1.6121633491778964,3.3435781579978934,1,-1.0
